asdr,fips,south,state_fips,county_fips,highover_2015,ttpop_2016,ecotype_2015,v133_rawvalue,v132_rawvalue,v004_rawvalue,v005_rawvalue,v023_rawvalue,v125_rawvalue,v137_rawvalue,v063_rawvalue,v053_rawvalue,PCT_NHBLACK10,PCT_HISP10,POVRATE10,POPLOSS00,DiagDiabetes_2016,Obesity_2016,asdr_201416,asdr_diabetes_201016,asdr_ischaemic_201016,DiagDiabetes_2016_cat,Obesity_2016_cat,totalCVD_201416_cat,hearddisease_201416_cat,asdr_201416_cat,asdr_diabetes_201016_cat,asdr_ischaemic_201016_cat,diab_obesity,diab_obesity_cvd,asdr_diab_isch,statex,countyx,county,state,date,cases,deaths,countycode,statecode,NObs,monthlydeaths_N,monthlydeaths_Sum,marchaprildeaths,dailydeaths,Population,countynum,annualdeaths2018,annualmortality2018,expecteddeaths,excessdeathscounty,covidmortalitycounty,caseratecounty,refzero,Countyhotspot,countystate,countyname,statename
364,46113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,01001,1,1,001,87.2,55049,0,7.199999809,0.686775029,0.415042996,6.599,3.86352253,11.69999981,0.382999986,58.343,15.11963177,17.582599,2.400542,11.9,0,9.9,33.2,1333.6,35.2,162.5,0,1,1,1,1,0,0,,,0,1,1,1,1,4/14/20,23,1,01001,01,2,2,91,91,1.491803279,55601,1001,536,964,65.63934426,0.01500615,1.798528803,41.36616248,0,0,"AutaugaCou,Alabama",Autauga Cou,Alabama
193.6,01003,1,1,003,89.5,199510,5,8,0.71971029,0.728797019,3.833,3.988336325,10.30000019,0.405000001,56.607,19.94704247,9.308425,4.384824,13.3,0,8.5,31.1,1130.4,24,177,0,0,1,,0,0,1,,,0,1,3,3,1,4/14/20,87,2,01003,01,2,2,381,381,6.245901639,218022,1003,2357,1081.1,274.8196721,0.00722492,0.917338617,39.90422985,0,0,"BaldwinCou,Alabama",Baldwin Cou,Alabama
122,01005,1,1,005,73.3,26614,3,5.599999905,0.536256671,0.385133982,4.736,5.900922775,11.5,0.338,32.49,18.82469368,46.69119,5.051535,25.3,0,15.7,41.7,1323.8,30.5,89.2,1,1,1,1,1,0,0,1,1,0,1,5,5,1,4/14/20,11,0,01005,01,2,2,55,55,0.901639344,24881,1005,312,1254,39.67213115,0,0,44.2104417,0,0,"BarbourCou,Alabama",Barbour Cou,Alabama
126.4,01007,1,1,007,80.7,22572,0,7.599999905,0.162513644,0.574128985,5.998,4.385139942,11.19999981,0.486000001,45.795,16.02258682,21.924504,1.771765,20.9,0,13.3,37.7,1412.5,27.7,147.8,1,1,1,1,1,0,0,1,1,0,1,7,7,1,4/14/20,17,0,01007,01,2,2,49,49,0.803278689,22400,1007,276,1232.1,35.3442623,0,0,75.89285714,0,0,"BibbCounty,Alabama",Bibb County,Alabama
174.1,01009,1,1,009,78.5,57704,0,8.5,0.229493037,0.225287989,4.162,4.021393299,11.69999981,0.597000003,48.253,17.84255219,1.26304,8.0702,16.5,0,14.9,33.7,1395.1,19.9,161.1,1,1,1,1,1,0,0,1,1,0,1,9,9,1,4/14/20,16,0,01009,01,2,2,113,113,1.852459016,57840,1009,689,1191.2,81.50819672,0,0,27.66251729,0,0,"BlountCoun,Alabama",Blount Coun,Alabama
191.1,01011,1,1,011,64.9,10552,3,4.199999809,0.266904891,0.289519012,6.767,4.925187111,11.19999981,0.47299999,29.113,15.82112789,69.974345,7.119296,31.1,0,22.4,37.1,1477.5,91.2,166.1,1,1,1,1,1,1,0,1,1,0,1,11,11,1,4/14/20,8,0,01011,01,2,2,31,31,0.508196721,10138,1011,112,1104.8,22.36065574,0,0,78.91102782,0,0,"BullockCou,Alabama",Bullock Cou,Alabama
246,01013,1,1,013,77.8,20280,0,6.5,0.485797495,0.300029993,7.962,5.488486767,10.60000038,0.317999989,36.842,19.5561161,43.189956,0.911825,28.1,0,16.9,43.9,1485.4,73.5,162.2,1,1,1,1,1,1,0,1,1,0,1,13,13,1,4/14/20,8,0,01013,01,2,2,44,44,0.721311475,19680,1013,296,1504.1,31.73770492,0,0,40.6504065,0,0,"ButlerCoun,Alabama",Butler Coun,Alabama
239,01015,1,1,015,80.9,115883,4,6.900000095,0.447137594,0.64566201,6.45,4.933965206,11.80000019,0.305999994,45.937,17.31225014,20.390143,3.283237,23.5,1,15.6,38.5,1560.7,19.6,220.2,1,1,1,1,1,0,1,1,1,0,1,15,15,1,4/14/20,62,0,01015,01,2,2,283,283,4.639344262,114277,1015,1590,1391.4,204.1311475,0,0,54.25413688,0,0,"CalhounCou,Alabama",Calhoun Cou,Alabama
203.4,01017,1,1,017,78.9,34018,0,6.300000191,0.618646801,0.502319992,5.511,4.078808784,11.39999962,0.308999985,36.883,19.07869339,38.597107,1.566564,28.5,1,17.5,40.2,1446.3,81.6,140.1,1,1,1,1,1,1,0,1,1,0,1,17,17,1,4/14/20,216,10,01017,01,2,2,65,65,1.06557377,33615,1017,420,1249.4,46.8852459,0.175792507,29.74862413,642.5702811,0,0,"ChambersCo,Alabama",Chambers Co,Alabama
203.2,01019,1,1,019,79.5,25897,0,8.5,0.334295273,0.349853992,6.577,4.05405426,11.39999962,0.433999985,44.842,22.61669922,4.640425,1.23129,21.2,0,12.2,34.8,1499.2,29.2,179.8,1,1,1,1,1,0,1,1,1,0,1,19,19,1,4/14/20,9,0,01019,01,2,2,57,57,0.93442623,26032,1019,348,1336.8,41.1147541,0,0,34.57283344,0,0,"CherokeeCo,Alabama",Cherokee Co,Alabama
202.7,01021,1,1,021,78.4,43817,0,8.100000381,0.472424001,0.182062,3.791,4.048540592,11.19999981,0.492000014,46.405,16.35918045,9.557088,7.836308,20.4,0,16.8,38.1,1448.5,16,205,1,1,1,1,1,0,1,1,1,0,1,21,21,1,4/14/20,33,0,01021,01,2,2,102,102,1.672131148,44153,1021,510,1155.1,73.57377049,0,0,74.74010826,0,0,"ChiltonCou,Alabama",Chilton Cou,Alabama
296.2,01023,1,1,023,76.4,13287,3,6.400000095,0.275633156,0.384823024,4.778,6.388376713,10.10000038,0.458999991,36.711,22.74237061,43.221012,0.526734,20.7,1,13.9,41.1,1373.7,,254.2,1,1,1,1,1,,1,1,1,,1,23,23,1,4/14/20,12,0,01023,01,2,2,28,28,0.459016393,12841,1023,191,1487.4,20.19672131,0,0,93.45066584,0,0,"ChoctawCou,Alabama",Choctaw Cou,Alabama
261.6,01025,1,1,025,80.5,24847,3,5.400000095,0.238648236,0.573959053,5.857,8.484456062,10.39999962,0.342999995,36.719,19.27915955,43.66508,1.049046,24.9,0,20.1,34.2,1340.2,43.1,219.5,1,1,1,1,1,1,1,1,1,1,1,25,25,1,4/14/20,21,0,01025,01,2,2,56,56,0.918032787,23920,1025,317,1325.3,40.39344262,0,0,87.79264214,0,0,"ClarkeCoun,Alabama",Clarke Coun,Alabama
264.3,01027,1,1,027,75.1,13483,3,7.900000095,0.639750242,0.370590001,5.644,4.369865417,10.60000038,0.393999994,39.642,20.24388504,14.699971,2.86391,20.6,0,11.2,41.1,1467.5,,296.6,1,1,1,1,1,,1,1,1,,1,27,27,1,4/14/20,14,0,01027,01,2,2,34,34,0.557377049,13275,1027,184,1386.1,24.52459016,0,0,105.4613936,0,0,"ClayCounty,Alabama",Clay County,Alabama
181.4,01029,1,1,029,75.1,14991,0,8,0.414841026,0.268025011,5.505,4.458376884,11,0.495000005,45.48,19.10738182,3.299492,2.050494,17.8,0,10.4,37.7,1542.2,23.4,134.5,0,1,1,1,1,0,0,,,0,1,29,29,1,4/14/20,12,0,01029,01,1,1,11,22,0.360655738,14987,1029,173,1154.3,15.86885246,0,0,80.06939347,0,0,"CleburneCo,Alabama",Cleburne Co,Alabama
167.4,01031,1,1,031,84.6,50991,0,7.5,0.571754634,0.546597004,4.614,4.387789726,10.89999962,0.245000005,51.998,16.56513786,16.531192,6.366621,20.1,0,14.4,34.2,1276.3,30.2,153.2,1,1,1,1,1,0,0,1,1,0,1,31,31,1,4/14/20,36,0,01031,01,2,2,82,82,1.344262295,51909,1031,592,1140.5,59.14754098,0,0,69.35213547,0,0,"CoffeeCoun,Alabama",Coffee Coun,Alabama
148.1,01033,1,1,033,83.9,54377,0,7.400000095,0.552822053,0.682455003,6.478,5.209596634,10.69999981,0.272000015,46.1,19.60000038,15.988094,2.008158,19.2,0,13.5,30.5,1488.8,26.3,128.1,1,0,1,1,1,0,0,,,0,1,33,33,1,4/14/20,11,1,01033,01,2,2,141,141,2.31147541,54762,1033,783,1429.8,101.704918,0.009736632,1.826083781,20.08692159,0,0,"ColbertCou,Alabama",Colbert Cou,Alabama
279.8,01035,1,1,035,78.1,12697,0,5.199999809,0.371257931,0.48406601,11.309,6.140350819,10.30000019,0.42899999,30.796,21.91835785,46.280617,1.217115,25.7,0,23.7,43.8,1406.2,84.8,197.1,1,1,1,1,1,1,1,1,1,1,1,35,35,1,4/14/20,5,0,01035,01,2,2,28,28,0.459016393,12277,1035,179,1458,20.19672131,0,0,40.72656186,0,0,"ConecuhCou,Alabama",Conecuh Cou,Alabama
157.1,01037,1,1,037,74.1,10864,3,6.900000095,0.083109453,,4.725,4.622815132,11,0.393999994,42.442,22.76362419,30.817229,1.99324,18.6,0,17.9,40.6,1517.6,,150.5,1,1,1,1,1,,0,1,1,0,1,37,37,1,4/14/20,18,1,01037,01,1,1,16,32,0.524590164,10715,1037,148,1381.2,23.08196721,0.041524847,9.332711153,167.9888007,0,0,"CoosaCount,Alabama",Coosa Count,Alabama
206.7,01039,1,1,039,79.8,37729,0,7.5,0.506182969,0.507234991,8.193,5.240956306,10.5,0.268999994,39.093,20.66483307,12.405667,1.278962,20.9,0,12.9,31.7,1484.1,29,163.4,1,0,1,1,1,0,0,,,0,1,39,39,1,4/14/20,16,0,01039,01,2,2,97,97,1.590163934,36986,1039,574,1551.9,69.96721311,0,0,43.25961174,0,0,"CovingtonC,Alabama",Covington C,Alabama
236.4,01041,1,1,041,78,13896,3,6.199999809,0.263771027,0.143749997,6.215,4.472495079,10.69999981,0.437999994,38.419,18.72251511,23.306486,1.466993,20.3,0,16.3,38.2,1546.1,38.2,171.5,1,1,1,1,1,0,0,1,1,0,1,41,41,1,4/14/20,3,0,01041,01,2,2,34,34,0.557377049,13824,1041,178,1287.6,24.52459016,0,0,21.70138889,0,0,"CrenshawCo,Alabama",Crenshaw Co,Alabama
168.4,01043,1,1,043,81.8,81316,0,8.300000191,0.463211715,0.582023025,6.303,3.714429855,11.60000038,0.349000007,45.925,18.28892517,1.021068,4.295699,19.2,0,17.2,36.7,1481,44.1,162.4,1,1,1,1,1,1,0,1,1,0,1,43,43,1,4/14/20,40,1,01043,01,2,2,171,171,2.803278689,83442,1043,1087,1302.7,123.3442623,0.008042189,1.198437238,47.93748951,0,0,"CullmanCou,Alabama",Cullman Cou,Alabama
176.2,01045,1,1,045,85.4,49607,3,6.699999809,0.483472973,0.162515998,5.162,4.43426609,11,0.257999986,42.572,16.34299088,18.996637,5.613819,17.8,0,14.4,37.3,1359.9,47.8,158.4,1,1,1,1,1,1,0,1,1,0,1,45,45,1,4/14/20,12,0,01045,01,2,2,78,78,1.278688525,48956,1045,536,1094.9,56.26229508,0,0,24.51180652,0,0,"DaleCounty,Alabama",Dale County,Alabama
253.1,01047,1,1,047,78.1,41426,3,4.300000191,0.490597904,0.749850035,6.574,7.525945663,11.10000038,0.256999999,31.329,17.3377533,69.178457,0.705157,35.6,1,13.9,43.8,1691.7,27.2,239.9,1,1,1,1,1,0,1,1,1,0,1,47,47,1,4/14/20,17,0,01047,01,2,2,105,105,1.721311475,38310,1047,566,1477.4,75.73770492,0,0,44.37483686,0,0,"DallasCoun,Alabama",Dallas Coun,Alabama
182.8,01049,1,1,049,72.4,70937,3,8.399999619,0.465355992,0.423130989,5.204,4.490667343,11.30000019,0.300999999,39.906,16.82701111,1.447074,13.626967,20.8,0,11.2,29.1,1492.5,38.1,161.9,1,0,1,1,1,0,0,,,0,1,49,49,1,4/14/20,29,0,01049,01,2,2,143,143,2.344262295,71385,1049,844,1182.3,103.147541,0,0,40.62478112,0,0,"DeKalbCoun,Alabama",DeKalb Coun,Alabama
143.8,01051,1,1,051,86.6,80957,0,7.599999905,0.520900846,0.268951982,6.057,3.641637087,11.89999962,0.456,59.652,14.7238512,19.941238,2.68464,12.5,0,14.9,34.3,1362.2,29.7,121.1,1,1,1,1,1,0,0,1,1,0,1,51,51,1,4/14/20,43,0,01051,01,2,2,124,124,2.032786885,81887,1051,811,990.4,89.44262295,0,0,52.51138764,0,0,"ElmoreCoun,Alabama",Elmore Coun,Alabama
331.3,01053,1,1,053,79.9,37875,0,6.5,0.486573249,0.397583008,7.62,5.030657768,10.19999981,0.280000001,37.87,17.29911613,31.738824,1.873744,26.1,0,17.1,39.6,1620.3,74.2,246.3,1,1,1,1,1,1,1,1,1,1,1,53,53,1,4/14/20,10,0,01053,01,2,2,94,94,1.540983607,36748,1053,473,1287.1,67.80327869,0,0,27.2123653,0,0,"EscambiaCo,Alabama",Escambia Co,Alabama
225.3,01055,1,1,055,82.5,103363,0,7.099999905,0.45157522,0.789750993,7.165,4.574066162,11.5,0.284999996,41.791,18.58011818,15.049315,3.300776,19,0,13.5,35.7,1605.5,40.7,208.1,1,1,1,1,1,1,1,1,1,1,1,55,55,1,4/14/20,78,7,01055,01,2,2,233,233,3.819672131,102501,1055,1460,1424.4,168.0655738,0.039985017,6.829201666,76.09681857,0,0,"EtowahCoun,Alabama",Etowah Coun,Alabama
198.7,01057,1,1,057,77.6,16783,0,7.900000095,0.349863708,1.148313999,5.503,4.732730865,10.60000038,0.381000012,39.394,21.01044464,11.35665,1.183226,27.3,0,21,41.6,1551.2,40.1,201.7,1,1,1,1,1,1,1,1,1,1,1,57,57,1,4/14/20,4,0,01057,01,2,2,36,36,0.590163934,16433,1057,234,1424,25.96721311,0,0,24.34126453,0,0,"FayetteCou,Alabama",Fayette Cou,Alabama
166.5,01059,1,1,059,74.6,31573,3,8,0.579863727,0.442645997,7.81,4.233524799,10.5,0.356000006,41.025,16.47245598,3.819707,14.85617,21.6,0,13.3,34.2,1576.9,45.3,154.6,1,1,1,1,1,1,0,1,1,0,1,59,59,1,4/14/20,12,1,01059,01,2,2,51,51,0.836065574,31363,1059,371,1182.9,36.78688525,0.026464208,3.188470491,38.26164589,0,0,"FranklinCo,Alabama",Franklin Co,Alabama
279.4,01061,1,1,061,79,26765,0,7.900000095,0.20205301,0.263019979,5.629,4.271054745,10.60000038,0.425000012,38.561,20.02573776,9.417693,3.434117,20.3,0,14.3,39.1,1469.3,53.5,222.9,1,1,1,1,1,1,1,1,1,1,1,61,61,1,4/14/20,1,0,01061,01,2,2,69,69,1.131147541,26314,1061,395,1501.1,49.7704918,0,0,3.800258418,0,0,"GenevaCoun,Alabama",Geneva Coun,Alabama
125.3,01063,1,1,063,75.9,8587,0,3.099999905,0.062244333,0.593683004,7.559,7.659724236,10.5,0.432999998,28.108,21.34453773,81.249309,0.762852,31,1,11.3,35.4,1419.3,50.5,47.6,1,1,1,1,1,1,0,1,1,0,1,63,63,1,4/14/20,18,0,01063,01,,,,,,8233,1063,112,1360.4,,,0,218.6323333,0,0,"GreeneCoun,Alabama",Greene Coun,Alabama
185.2,01065,1,1,065,80.7,15159,0,6.099999905,0.298984766,0.133761004,6.807,5.89312458,10.80000019,0.48300001,34.905,18.78882027,58.788071,0.888325,24.8,0,15.5,40.7,1395.9,38.5,131.6,1,1,1,1,1,0,0,1,1,0,1,65,65,1,4/14/20,17,0,01065,01,2,2,32,32,0.524590164,14726,1065,170,1154.4,23.08196721,0,0,115.4420752,0,0,"HaleCounty,Alabama",Hale County,Alabama
198.9,01067,1,1,067,78.8,17187,0,7.699999809,0.257022321,0.291307002,4.305,4.867851257,10.89999962,0.351999998,48.094,22.21962929,28.407121,2.248295,18.1,0,13.7,36.3,1307,32.1,161.3,1,1,1,1,1,0,0,1,1,0,1,67,67,1,4/14/20,14,0,01067,01,2,2,35,35,0.573770492,17209,1067,221,1284.2,25.24590164,0,0,81.35278052,0,0,"HenryCount,Alabama",Henry Count,Alabama
219.6,01069,1,1,069,84.7,103891,0,7,0.577515841,0.864919007,5.137,4.339015007,10.69999981,0.268000007,44.753,17.38734627,25.641329,2.949373,17.9,0,11.8,38.1,1292.7,27.3,110.5,1,1,1,1,1,0,0,1,1,0,1,69,69,1,4/14/20,52,2,01069,01,2,2,185,185,3.032786885,104722,1069,1133,1081.9,133.442623,0.0147664,1.909818376,49.65527778,0,0,"HoustonCou,Alabama",Houston Cou,Alabama
239.9,01071,1,1,071,76.9,52608,3,7.900000095,0.477314144,0.517857015,6.73,4.768924236,11,0.372999996,42.658,19.54767036,3.327259,2.515641,19.9,0,13.9,39.4,1588.1,33.8,209.2,1,1,1,1,1,0,1,1,1,0,1,71,71,1,4/14/20,29,2,01071,01,2,2,118,118,1.93442623,51736,1071,708,1368.5,85.1147541,0.022958224,3.865780114,56.05381166,0,0,"JacksonCou,Alabama",Jackson Cou,Alabama
153.2,01073,1,1,073,88.4,659096,0,6.199999809,0.795351624,1.082604051,4.236,4.240380764,13.39999962,0.328999996,50.731,15.39387989,41.84134,3.870815,18.6,0,11.7,34.3,1379.1,37,122.9,1,1,1,1,1,0,0,1,1,0,1,73,73,1,4/14/20,620,16,01073,01,2,2,1249,1249,20.47540984,659300,1073,7451,1130.1,900.9180328,0.01744976,2.42681632,94.03913241,0,1,"JeffersonC,Alabama",Jefferson C,Alabama
200.3,01075,1,1,075,77.4,14066,3,7.699999809,0.175295249,,5.852,4.225845814,10.30000019,0.405999988,39.796,21.46852112,11.226311,1.235924,21.5,0,16,36.3,1457.1,45.7,177.6,1,1,1,1,1,1,1,1,1,1,1,75,75,1,4/14/20,7,0,01075,01,2,2,31,31,0.508196721,13844,1075,154,1112.4,22.36065574,0,0,50.56342098,0,0,"LamarCount,Alabama",Lamar Count,Alabama
141.2,01077,1,1,077,84.3,92641,0,7.5,0.588313997,0.509109974,5.48,4.612114429,11,0.291000009,46.646,19.57141876,9.912738,2.245737,17.6,0,11.9,32.8,1363.7,24.7,127.8,1,0,1,1,1,0,0,,,0,1,77,77,1,4/14/20,22,4,01077,01,2,2,200,200,3.278688525,92387,1077,1149,1243.7,144.2622951,0.026979213,4.329613474,23.81287411,0,0,"Lauderdale,Alabama",Lauderdale,Alabama
174.3,01079,1,1,079,78.9,33433,3,7.900000095,0.489851177,0.150402993,6.598,4.882698059,11.30000019,0.479000002,42.912,18.19116974,11.406855,1.671569,18.1,0,16.9,32.4,1570.9,40.3,154.6,1,0,1,1,1,1,0,,,0,1,79,79,1,4/14/20,8,0,01079,01,2,2,82,82,1.344262295,32957,1079,432,1310.8,59.14754098,0,0,24.27405407,0,0,"LawrenceCo,Alabama",Lawrence Co,Alabama
183.8,01081,1,1,081,88.6,153947,4,6.400000095,0.664121151,0.515752971,3.778,3.913220882,12.10000038,0.280999988,51.372,11.51642323,22.58444,3.25925,21.3,0,9.5,30,1269.1,61.5,110.7,0,0,1,,1,1,0,,,0,1,81,81,1,4/14/20,265,11,01081,01,2,2,163,163,2.672131148,163941,1081,1115,680.1,117.5737705,0.085553997,6.70973094,161.6435181,0,1,"LeeCounty,,Alabama","Lee County,",Alabama
167.8,01083,1,1,083,83.1,90257,4,8.199999809,0.603537023,0.355783999,5.951,3.978876829,11.80000019,0.398000002,57.342,14.92658997,12.502718,5.545892,14.1,0,12.5,33.7,1187.2,20.6,140.1,1,1,1,1,0,0,0,1,1,0,1,83,83,1,4/14/20,37,0,01083,01,2,2,141,141,2.31147541,96174,1083,890,925.4,101.704918,0,0,38.47193628,0,0,"LimestoneC,Alabama",Limestone C,Alabama
259.5,01085,1,1,085,74.1,10565,3,4.5,0.048676874,0.0965437,5.337,8,10.89999962,0.601000011,33.13,18.16196823,73.307372,0.76998,30.7,0,11.4,47,1586.5,94,151.2,1,1,1,1,1,1,0,1,1,0,1,85,85,1,4/14/20,19,0,01085,01,1,1,10,20,0.327868852,9974,1085,140,1403.6,14.42622951,0,0,190.4952877,0,0,"LowndesCou,Alabama",Lowndes Cou,Alabama
109.3,01087,1,1,087,81.4,19684,4,3.900000095,0.322673887,0.316405982,5.299,5.778003216,11.69999981,0.363999993,30.849,19.37616539,82.188141,1.081484,31.2,1,21.3,49.3,1503.5,48.1,89.9,1,1,1,1,1,1,0,1,1,0,1,87,87,1,4/14/20,19,2,01087,01,2,2,42,42,0.68852459,18439,1087,268,1453.4,30.29508197,0.061928934,10.84657519,103.0424643,0,0,"MaconCount,Alabama",Macon Count,Alabama
106.6,01089,1,1,089,90.7,349973,4,7.5,0.691569269,0.882435024,5.154,3.848634958,11.60000038,0.254000008,62.75,14.63857746,23.749817,4.600805,12.7,0,12.4,32.8,1199.2,25.7,82.8,1,0,1,1,0,0,0,,,0,1,89,89,1,4/14/20,191,3,01089,01,2,2,590,590,9.672131148,366519,1089,3352,914.6,425.5737705,0.006999962,0.818511455,52.11189597,0,0,"MadisonCou,Alabama",Madison Cou,Alabama
308.9,01091,1,1,091,84.6,20066,0,5.300000191,0.445569992,0.406648993,6.242,5.653942108,10.60000038,0.331999987,37.469,19.33419418,51.543254,1.674038,23.6,1,14.9,42.7,1414.4,36.5,239.1,1,1,1,1,1,0,1,1,1,0,1,91,91,1,4/14/20,23,1,01091,01,2,2,44,44,0.721311475,19066,1091,301,1578.7,31.73770492,0.030545819,5.244938634,120.6335886,0,0,"MarengoCou,Alabama",Marengo Cou,Alabama
254.6,01093,1,1,093,78.1,30239,3,7.900000095,0.464160383,0.300020009,7.117,4.785491467,10.5,0.280999988,38.049,21.03040314,3.827658,2.053548,20.9,0,18.1,37.4,1436.1,22.9,262.6,1,1,1,1,1,0,1,1,1,0,1,93,93,1,4/14/20,58,4,01093,01,2,2,74,74,1.213114754,29763,1093,423,1421.2,53.37704918,0.069714286,13.43950543,194.8728287,0,0,"MarionCoun,Alabama",Marion Coun,Alabama
211.8,01095,1,1,095,77.5,94534,3,8.100000381,0.615605414,0.588500977,5.877,3.804502726,11.80000019,0.293000013,42.751,16.76958275,1.493243,12.081403,19.4,0,10.2,34.2,1523.5,25,173.7,0,1,1,1,1,0,0,,,0,1,95,95,1,4/14/20,104,2,01095,01,2,2,193,193,3.163934426,96109,1095,1192,1240.3,139.2131148,0.01416299,2.080970565,108.2104694,0,0,"MarshallCo,Alabama",Marshall Co,Alabama
226.4,01097,1,1,097,85.3,414291,0,6.400000095,0.720045447,0.655681014,6.066,5.1825881,10.80000019,0.361999989,45.615,15.75267887,34.449093,2.405858,20.5,0,12.6,36.5,1385.1,39.6,197.2,1,1,1,1,1,0,1,1,1,0,1,97,97,1,4/14/20,509,17,01097,01,2,2,729,729,11.95081967,413757,1097,4493,1085.9,525.8360656,0.031317005,4.108691817,123.0190667,0,1,"MobileCoun,Alabama",Mobile Coun,Alabama
172.2,01099,1,1,099,80.8,21975,3,5,0.520938098,0.371574998,4.791,6.741102695,10.39999962,0.319000006,36.432,19.60425758,41.533726,0.953702,28.4,0,15.7,42.2,1362,40.4,142.1,1,1,1,,1,1,0,1,1,0,1,99,99,1,4/14/20,7,1,01099,01,2,2,45,45,0.737704918,21067,1099,298,1414.5,32.45901639,0.02988731,4.746760336,33.22732235,0,0,"MonroeCoun,Alabama",Monroe Coun,Alabama
190.6,01101,1,1,101,85.4,227392,4,5.400000095,0.773211002,0.971949995,5.809,4.304061413,11.89999962,0.196999997,45.833,14.60515594,54.467373,3.624822,21.3,0,13,37.7,1311.2,59.8,125.4,1,1,1,,1,1,0,1,1,0,1,101,101,1,4/14/20,161,5,01101,01,2,2,348,348,5.704918033,225763,1101,2102,931.1,251.0163934,0.019529999,2.214711888,71.3137228,0,0,"Montgomery,Alabama",Montgomery,Alabama
205.9,01103,1,1,103,82.8,119555,3,8,0.573068857,0.546163023,5.862,4.106491566,11.60000038,0.354000002,49.274,17.10599327,11.765838,7.662566,14.1,0,11.1,32.1,1372.2,30.9,189.8,1,0,1,1,1,0,1,,,0,1,103,103,1,4/14/20,41,0,01103,01,2,2,219,219,3.590163934,119089,1103,1362,1143.7,157.9672131,0,0,34.42803282,0,0,"MorganCoun,Alabama",Morgan Coun,Alabama
212.1,01105,1,1,105,74.6,9856,0,4.800000191,0.527240098,0.313349009,5.789,7.936508179,10.69999981,0.470999986,26.703,19.10268784,68.397696,1.076386,39.5,1,13.6,43.6,1506,42.6,196.7,1,1,1,1,1,1,1,1,1,1,1,105,105,1,4/14/20,7,0,01105,01,1,1,14,28,0.459016393,9140,1105,116,1269.1,20.19672131,0,0,76.58643326,0,0,"PerryCount,Alabama",Perry Count,Alabama
143.6,01107,1,1,107,78.7,20042,0,6.900000095,0.05884736,0.393622994,5.439,5.293588638,10.5,0.483999997,38.379,18.40305328,41.370404,1.585131,24.4,0,12.7,35,1413.2,24.5,103.8,1,1,1,1,1,0,0,1,1,0,1,107,107,1,4/14/20,24,0,01107,01,2,2,33,33,0.540983607,19938,1107,233,1168.6,23.80327869,0,0,120.3731568,0,0,"PickensCou,Alabama",Pickens Cou,Alabama
142.2,01109,1,1,109,79.7,33277,4,6.300000191,0.624456644,0.480682999,5.47,4.875967979,11,0.254999995,40.68,14.882617,36.444877,2.218912,30,0,12.1,36.5,1299.2,53.5,109.5,1,1,1,1,1,1,0,1,1,0,1,109,109,1,4/14/20,22,0,01109,01,2,2,59,59,0.967213115,33338,1109,321,962.9,42.55737705,0,0,65.99076129,0,0,"PikeCounty,Alabama",Pike County,Alabama
251.3,01111,1,1,111,75.7,22615,0,7.199999809,0.348448485,0.264876992,4.215,4.39560461,11,0.395000011,41.112,20.29113388,20.093397,2.832453,24.8,0,13.8,37.6,1491.4,27,233.6,1,1,1,1,1,0,1,1,1,0,1,111,111,1,4/14/20,45,4,01111,01,2,2,42,42,0.68852459,22725,1111,292,1284.9,30.29508197,0.116634799,17.60176018,198.019802,0,0,"RandolphCo,Alabama",Randolph Co,Alabama
226.3,01113,1,1,113,82.3,58636,3,6.599999905,0.699170887,0.223474994,4.027,4.297224998,12.10000038,0.349999994,36.186,14.0099926,41.411223,3.675373,24.1,0,18.2,45,1496.6,98.5,124.7,1,1,1,1,1,1,0,1,1,0,1,113,113,1,4/14/20,30,0,01113,01,2,2,84,84,1.37704918,57781,1113,595,1029.8,60.59016393,0,0,51.92018137,0,0,"RussellCou,Alabama",Russell Cou,Alabama
181.4,01115,1,1,115,83.2,86576,0,8.399999619,0.477181107,0.170418009,6.162,3.969599009,12,0.527999997,52.755,16.27002525,8.491142,2.052803,13,0,12.3,36.7,1470.2,18.5,164.2,1,1,1,1,1,0,0,1,1,0,1,115,115,1,4/14/20,45,0,01115,01,2,2,177,177,2.901639344,88690,1115,978,1102.7,127.6721311,0,0,50.73852746,0,0,"St.ClairC,Alabama",St. Clair C,Alabama
99.2,01117,1,1,117,91.4,205951,0,8.600000381,0.868631601,0.854611993,3.91,3.22598362,12,0.458999991,74.098,14.81051445,10.562575,5.92921,9.8,0,9.6,34.8,1000.9,16.1,85.6,0,1,1,,0,0,0,,,0,1,117,117,1,4/14/20,235,7,01117,01,2,2,254,254,4.163934426,215707,1117,1551,719,183.2131148,0.036800827,3.245142717,108.9440769,0,0,"ShelbyCoun,Alabama",Shelby Coun,Alabama
160,01119,1,1,119,78.3,13285,4,4.5,0.183099613,0.53681004,5.646,6.539074898,10.39999962,0.416999996,26.495,17.44305229,74.714815,0.624864,31.3,1,18.7,42.6,1408,29.1,140.4,1,1,1,1,1,0,0,1,1,0,1,119,119,1,4/14/20,26,0,01119,01,1,1,14,28,0.459016393,12691,1119,166,1308,20.19672131,0,0,204.8695926,0,0,"SumterCoun,Alabama",Sumter Coun,Alabama
